"Ad ID","Ad Text","Ad Landing Page","Ad Targeting Location","Excluded Connections","Age","Language","Placements","People Who Match","Friends of Connections","Ad Impressions","Ad Clicks","Ad Spend","Ad Creation Date","Ad End Date"
"385","We really can change the world if we stay united.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","66","3","25.87 RUB","06/10/15 03:28:34 AM PDT","N/A"
"356","Such a beautiful day! Such a beatiful view!","https://www.facebook.com/pages/L-for-life/994910227187446","United States
Interests: Landscape painting or Landscape","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","162","3","18.10 RUB","06/09/15 05:57:56 AM PDT","06/10/15 05:57:56 AM PDT"
"377","Your life matter.My life matter. Black matters.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","249","7","85.63 RUB","06/10/15 03:31:26 AM PDT","N/A"
"384","We really can change the world if we stay united.","https://www.facebook.com/blackmattersus","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/10/15 02:58:20 AM PDT","N/A"
"520","Your freedom starts here. Join!","https://www.facebook.com/patriototus","United States
Interests: Independence or Patriotism","Exclude people who like Being Patriotic","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/23/15 07:10:04 AM PDT","N/A"
"665","""Gay, Lesbian, Bi, and Straight, we are the community and family of God, and
we are here knowing God loves us.""
-Rev. Nathan Baxter
#Igbtq #together #community #Gay #Lesbian #Transgender #NatanBaxter","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","365","37","91.81 RUB","06/23/15 07:03:13 AM PDT","06/24/15 07:03:12 AM PDT"
"661","Good morning, dear friends! Have a tasty and colorful morning! All you need
is love, coffee and rainbow dishes!","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","102","12","53.13 RUB","06/24/15 07:16:43 AM PDT","06/25/15 07:16:43 AM PDT"
"3394","We speak for all fellow members of LGBT community across the nation.
Gender preference does not define you. Your spirit defines you.","https://www.facebook.com/LGBT-United-839497472793277/","United States
Interests: Motherhood, LGBT community, Indiana, Homosexuality or Love","Exclude people who like LGBT United","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/22/15 08:19:07 AM PDT","N/A"
"404","We can be heard only when we stand together. Black matters.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","248","6","77.74 RUB","06/10/15 03:21:36 AM PDT","N/A"
"555","It is a symbol of patriots who were willing to die in order to protect this country
and to make sure it has remained as the founders intended.
South Carolina governor calls for removal of Confederate flag from
statehouseGovernor Nikki Haley makes abrupt about-face in wake of
Charleston killings to call for removal of flag that has flown on statehouse
grounds for 50 years
The Confederate flag represents heritage, not hate. The war that is called the
""Civil War"" was actually the ""War for Southern Independence"". This is our
history and our heritage. Just because certain groups have used the
confederate flag in hate related crimes or racism does not make the southern
flag racist.
Now it is used to show heritage and pride from the south showing that they
have been strong and have overcome what has happened to them over time.","https://www.facebook.com/patriototus","United States
Interests: Independence or Patriotism","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/23/15 08:23:32 AM PDT","06/24/15 08:23:32 AM PDT"
"552","The Chinese hackers executed a complex attack that gave them
""administrator privileges"" into the computer networks at the Office of
Personnel Management, mimicking the credentials of people who run the
agency's systems. They began siphoning out a rush of data after
constructing what amounted to an electronic pipeline that led back to China,
investigators told Congress last week in classified briefings.
Much of the personnel data had been stored in the lightly protected systems
of the Department of the Interior, because it had cheap, available space for
digital data storage. The administration is urgently working to determine what
other agencies are storing similarly sensitive information with weak
protections. Officials would not identify their top concerns, but an audit issued
early last year, before the Chinese attacks, harshly criticized lax security at
the Internal Revenue Service, the Nuclear Regulatory Commission, the
Energy Department, the Securities and Exchange Commission — and the
Department of Homeland Security, which has responsibility for securing the
nation's critical networks. It's not clear who is held liable for security hole.
What do you think the hacker attack will affect U.S. — Chinese relations?","https://www.facebook.com/patriototus","United States
Interests: Independence or Patriotism","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/23/15 07:14:41 AM PDT","06/24/15 07:14:41 AM PDT"
"364","Keeping eye on our brother's cases and much more","https://www.facebook.com/blackmattersus/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","46,447","2,740","12,858.46 RUB","06/10/15 03:29:48 AM PDT","N/A"
"674","Everyday news, updates, coming outs and much more! United we stand!","https://www.facebook.com/LGBT-United-839497472793277/","United States
Interests: LGBT community, Homosexuality, Yoga, Fitness and wellness or
Politics and social issues","Exclude people who like LGBT United","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/18/15 12:57:58 AM PDT","N/A"
"358","Say it loud - ""I am Black and I'm proud:""","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland: Ferguson, St. Louis Missouri:
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","635","45","94.04 RUB","06/10/15 07:34:31 AM PDT","06/11/15 07:34:31 AM PDT"
"557","Our flag is one with colors every so bright
A symbol of goodwill and all that's right
It is a beacon for those who are oppressed
Who pine to live in the land of the blessed
The photo of the Apollo 15 space shuttle on the Moon is historic moment in
the history of the world. This was the first time that a man stepped foot on the
Moon.","https://www.facebook.com/patriototus","United States
Interests: Independence or Patriotism","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/23/15 07:13:03 AM PDT","06/24/15 07:13:03 AM PDT"
"396","Black matters because everyone's life matters","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","250","7","83.22 RUB","06/10/15 03:27:56 AM PDT","N/A"
"655","NOT EVERY BOY WANTS TO BE A SOLDIER.
A beautiful message was seen on the streets of the capitol,. with no group
name or credits attached to the project.
It was the poster at top, of the bearded man in a pink gown behaving like a
queen and holding a sign saying ""Not every boy wants to be a soldier"". A
timely message for today.
The two recent U.S. wars were costly for our nation; to put it lightly. They led
to domestic devastation of country. No matter what Defense Secretary or
POTUS are saying they don't fool me with promises of gay military equality as
key to the nation's agenda. Better talk to me about cutting DoD's budget.
FOLKS.
#Igbt #USarmy #CrossDress #GaySoldier #Obama #DefenseBudget
#StopWar","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","452","35","184.81 RUB","06/23/15 07:04:01 AM PDT","06/24/15 07:04:00 AM PDT"
"659","Matt Cage comes out as gay
The pro wrestler Matt Cage, known as 'Money' publicly announced that he is
gay in a Facebook post. Previously Matt Hullum identified himself as bisexual.
Sorry, ladies. I'm officially pulling myself off of the market. Don't hate me too
bad.'
'I truly have nothing to hide anymore,' he wrote. 'I spent the majority of my life
lying, hiding and depressed because I felt like I couldn't truly be who I wanted
to be and live freely as I saw fit. I had to act and that's not me. I, nor anyone
else, should have to do that.'
Matt decided to tell the truth publicly because of speculation that was going
behind his back. This news should please all progressive humanity because
the coming-out once again confirms the fact that homosexuality and
masculinity are a perfect combination and do not contradict each other.","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","0","0","None","06/24/15 07:15:12 AM PDT","06/25/15 07:15:12 AM PDT"
"382","Your life matter.My life matter. Black matters.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","157","2","50.16 RUB","06/10/15 02:58:54 AM PDT","N/A"
"379","Your life matter.My life matter. Black matters.","https://www.facebook.com/blackmattersus","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/10/15 02:58:56 AM PDT","N/A"
"357","McKinney Police Officer Involved In Pool Party Incident
Eric Casebolt, the McKinney, police officer who was caught on video pinning
a teenage girl to the ground and pulling his gun on others at a pool party, has
resigned Tuesday evening.
The McKinney Police Department, Chief Of Police Greg Conley said that
Casebolt's decision to leave was voluntary and that he would continue to
collect a pension and benefits.
Why are the police so aggressive? It's in every state around the country. The
young girl at the pool party was treated horrible. Our society needs police,
good police, people who will solve crimes but, unfortunately, today we need
someone who will protect us from the police. At the same time, it is good that
millions of regular people got a glimpse of what kind of policing minorities
have endured for decades.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland; Ferguson, St. Louis Missouri;
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","559","12","85.25 RUB","06/10/15 07:31:35 AM PDT","06/11/15 07:31:34 AM PDT"
"380","Your life matter.My life matter. Black matters.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","207","7","69.56 RUB","06/10/15 03:30:43 AM PDT","N/A"
"653","THE COLORFUL ACTIVISM OF NEW YORK'S MOST RADICAL QUEERS
These wonderful people creating a powerful community through progressive
politics, community gardens, wild parties, and colorful performance.
Call them the radical queers, and know that the term is flexible; and evolving.
From the local gardens of the East Village to Bushwick warehouses; a new
wave of New York artists; thinkers and activists young and old.
They are banding together to question and redefine what it means to be queer
today. It's beauty; perfection; freedom, and of course lots and lots of LOVE!
#Igbtq #queer #NYC #art #glamour #perfection","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","633","25","179.89 RUB","06/23/15 07:03:29 AM PDT","06/24/15 07:03:28 AM PDT"
"660","First LGBT studies course opens in a San Francisco high school
A San Francisco high school may be the first US school to offer an LGBT
studies course. The course will teach terminology and the history of LGBT
movement.
""We'll look at what it's been like for gay men, what it's been like for lesbian
women, what it's been like for transgender people,"" Ruth Asawa High School
Social Studies teacher Lyndsey Schlax told. Schlax has been working with
Cleve Jones, a human rights activist, who was mentored by Harvey Milk.
It is proposed that the class will begin in autumn. Really perfect idea! There
are at least twenty eight percent of LGBT students in Asawa High School. It is
the fact that we need such classes in every American school! Children
shouldn't be afraid to show who they are; they shouldn't be afraid to speak
about LGBT history; they should know that it is normal to be gay or lesbian or
transgender. Everybody should be taught to understand LGBT people and
recognize them as ordinary citizens.","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","118","3","42.94 RUB","06/24/15 07:15:44 AM PDT","06/25/15 07:15:43 AM PDT"
"668","We speak for all fellow members of LGBT community across the nation.","https://www.facebook.com/LGBT-United-839497472793277/","United States
Interests: LGBT community or Homosexuality","Exclude people who like LGBT United","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/16/15 03:36:09 AM PDT","N/A"
"664","""People can tolerate two homosexuals they see leaving together, but the next
day they're smiling, holding hands, tenderly embracing one another, then they
cannot be forgiven. It is not the departure for pleasure that is unacceptable, it
is waking up happy.""
-Michel Foucault, philosopher and social critic.
#lgbt #homophobia #Foucault #society #queerquote","https://www.facebook.com/LGBT-United-839497472793277/","- Living In: United States","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like LGBT United","Friends of people who are connected to LGBT United","374","26","99.95 RUB","06/23/15 07:02:40 AM PDT","06/24/15 07:02:39 AM PDT"
"403","We can be heard only when we stand together. Black matters.","https://www.facebook.com/blackmattersus","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/10/15 02:57:12 AM PDT","N/A"
"400","We can be heard only when we stand together. Black matters.","https://www.facebook.com/blackmattersus","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/10/15 02:57:12 AM PDT","N/A"
"556","Why do immigrants think that the U.S. government should create good
conditions for them? I think immigrants should prove that they are deserved to
stay in the United States. Why should we give a citizenship to those who
cannot give something good for the nation?
The worst thing is that illegal immigrants who broke the law to live in the
United States demand ask for indulgences. What nonsense! Illegals should
be deported from the country invariably.
But Obama's administration is tied to the chariot of immigrants. Democrats
know that immigrants will vote for the Democratic party. Especially former
illegals. That's why Barack Obama tries to give the Immigration Amnesty to
illegals as soon as possible. It will allow to increase a number of votes for a
Democratic Party presidential candidate in 2016.
And democrats don't care about the fact that most of immigrants will become
welfare recipients, increasing unemployment rate. America doesn't need
immigrants, democrats do. What's more important: to win Presidential
elections in 2016 or to make America better? Democrats seem to choose first
option. That's what differs republicans from democrats.","https://www.facebook.com/patriototus","United States
Interests: Independence or Patriotism","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/23/15 07:37:02 AM PDT","06/24/15 07:37:02 AM PDT"
"361","Keeping eye on our brother's cases and much more","https://www.facebook.com/blackmattersus/","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","82","5","34.66 RUB","06/10/15 03:20:43 AM PDT","N/A"
"376","Your life matter.My life matter. Black matters.","https://www.facebook.com/blackmattersus","United States: Baltimore (+20 km) Maryland; St. Louis(+20 km)
Missouri","Exclude people who like Black Matters","18 - 65+","English (UK)or English (US)","News Feed on desktop computers or News Feed on mobile
devices","N/A","N/A","0","0","None","06/10/15 02:58:57 AM PDT","N/A"
"337","No national outrage for an incident at pool party where a black teen was shot
to death
Today, the pool party in Georgia is even more shocking than a recent pool
party in Texas. A young man from Georgia was shot to death at a pool party
at Fayette. It was an advertised on social 200 teenager's pool party which
ended up with shootings of unknown assailant for unknown reasons. One of
the five injured, a 19-year-old black teenager Clanton passed away on the
way to hospital.
In fact, the media has not made a transparent effort to cover up the incident.
Why the pool party in Georgia is a silent story? Why the police was not aware
of a large party? Why this story has no national outrage? Is it ok when a black
teenager dies?
Unfortunately, the responding police officers were not able to prevent the
tragedy. From these facts one might conclude, police officers know the
easiest ways to arrest people, but they are irresponsible to avoid the
shootings at the average pool party.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland; Ferguson, St. Louis Missouri;
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","746","23","175.31 RUB","06/17/15 07:41:07 AM PDT","06/18/15 07:41:06 AM PDT"
"422","Philosophy of African-American activist Huey Newton
Huey Newton was an African-American political activist and a leader of
generation of black, best known for founding the militant Black Panther Party
in 1966. As a child, Newton experienced racial discrimination that influenced
him to create the Black Panther Party as a voice of black people. His party
grew up to a size of 5,000 full time party workers in 45 branches across
America and inspired generation in North America to join the struggle against
oppression. But he was shot to death in August 1989.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland; Ferguson, St. Louis Missouri;
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","733","73","173.41 RUB","06/23/15 07:43:14 AM PDT","06/24/15 07:43:14 AM PDT"
"336","Americans so much effort to hate each other instead of putting the effort into
doing something useful. Stop racism! We all belong to ONE HUMAN RACE.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland: Ferguson, St. Louis Missouri:
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","745","42","175.37 RUB","06/17/15 07:41:34 AM PDT","06/18/15 07:41:33 AM PDT"
"334","Today we celebrate the legendary rapper who ever lived: Happy B-day,
Tupac!
The greatest of all time rapper is known not only for his music but for the wise
words he spoke and his strength in standing up against oppression. His real
name was Lesane Parish Crooks. Shakur was only 25 years old at the time
he was shot and killed in 1996. His killer has never been caught. We will
never forget 2Pac. Today we remember him on what would've been his 44th
Birthday.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland: Ferguson, St. Louis Missouri;
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","153","10","90.07 RUB","06/16/15 07:37:14 AM PDT","06/17/15 07:37:13 AM PDT"
"348","Black is beautiful. God knows what he is doing. The Black skin is a glorious
symbol of national greatness.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland: Ferguson, St. Louis Missouri:
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","796","74","174.02 RUB","06/23/15 07:42:35 AM PDT","06/24/15 07:42:34 AM PDT"
"423","More riots are coming this summer ... unless
What is the most important thing the government must to do this year in order
our country to live in peace?
The criminal justice system is very important institution where law
enforcement investigate a crime gathering evidences to identify the presumed
perpetrator ensuring that rights of the convicted are respected. But what if
American criminal justice reform outdated and the country need to focus on a
renewed sense of justice? What if disproportionate punishment is the main
challenge of the criminal justice system?
Disproportionate punishments known far and wide across the United States of
America. Consequently, the victim's skin color plays a crucial role in deciding
what kind of punishment he will receive. For instance, you are more likely to
be sentenced to death if you have killed a white person. Frankly speaking, if
the government wants to keep the country away from the summer urban riots,
then they must think about the living standards of black population that is
several times below the living standards of white people in America. In
addition, the White House must reduce the unemployment rates of black
population by revising the hiring policy for black Americans.Therefore, if we
want a life's balance, the government have to reconsider all these things,
because Black Americans lives matter.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland; Ferguson, St. Louis Missouri;
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","1,012","83","261.08 RUB","06/23/15 07:43:35 AM PDT","06/24/15 07:43:35 AM PDT"
"408","African-American soldiers played a decisive role in the US Army on the
western frontier during the Plains Wars, but it's not mentioned in our history
books.","https://www.facebook.com/Black-Matters-1579673598947501/","United States: Baltimore Maryland; Ferguson, St. Louis Missouri;
Cleveland Ohio","N/A","18 - 65+","N/A","News Feed on desktop computers or News Feed on mobile
devices","People who like Black Matters","Friends of people who are connected to Black Matters","636","60","189.05 RUB","06/24/15 06:12:24 AM PDT","06/25/15 06:12:23 AM PDT"
